,Address,AreaName,Price ($),lat,lng
59600,"314 - 200 STINSON Street Hamilton, ON",Stinson,259900,43.247021,-79.852707
59601,"138 EAST 34TH ST Hamilton, ON",Raleigh,339000,43.233269,-79.843056
59602,"870 UPPER JAMES Street Hamilton, ON",Yeoville,78900,43.227158,-79.883026
59603,"23 - 11 COURTLAND Avenue Hamilton, ON",Gilkson,229900,43.217506,-79.912987
59604,"12 RED HILL Avenue Hamilton, ON",Red Hill,499900,43.219288,-79.792885
59606,"215 PICTON Street East Hamilton, ON",North End East,299000,43.267769,-79.854408
59607,"188 EAST 11TH Street Hamilton, ON",Inch Park,0,43.238529,-79.865883
59608,"17 ELLIS Avenue Hamilton, ON",Crown Point East,259900,43.247398,-79.811081
59609,"203 EAST 15TH Street Hamilton, ON",Inch Park,374888,43.236843,-79.861778
59611,"167 GARSIDE Avenue Hamilton, ON",Bartonville,379900,43.235413,-79.809746
59612,"234 LOCHEED Drive Hamilton, ON",Lisgar,480000,43.207439,-79.826233
59613,"33 STRATHEARNE Avenue Hamilton, ON",Homeside,269900,43.238869,-79.800461
59614,"1358 UPPER GAGE Avenue Hamilton, ON",Randall,209900,43.202587,-79.850243
59615,"1144 MAIN ST W Hamilton, ON",Westdale South,169000,43.258129,-79.911804
59616,"27 HARBOTTLE Court Hamilton, ON",Gourley,500000,43.214375,-79.898354
59618,"191 SHERMAN AVE N Hamilton, ON",Gibson,229000,43.257683,-79.835777
59619,"38 ROSEDENE Avenue Hamilton, ON",Centremount,0,43.243374,-79.87381
59620,"966 MAIN Street Hamilton, ON",Blakeley,334900,43.245083,-79.83075
59621,"20 NICKLAUS Drive Hamilton, ON",Vincent,294900,43.216667,-79.787567
59622,"256 EAST 25TH Street Hamilton, ON",East Hamilton,289900,43.23259,-79.852058
59624,"30 DALE AVE Hamilton, ON",Stoney Creek,449900,43.222912,-79.750877
59625,"15 CANDLEWOOD CRT Hamilton, ON",Stoney Creek,579900,43.176937,-79.778717
59626,"53 SHADYSIDE AVE Hamilton, ON",Burkholme,349900,43.228802,-79.852356
59627,"222 VOYAGER Pass Binbrook, ON",Hamilton,499000,43.116581,-79.816696
59628,"729 WOODHAVEN Place Ancaster, ON",Ancaster,3950000,43.23381,-79.957306
59629,"84 FLETCHER Road Hannon, ON",Hamilton,599900,43.17767,-79.80703
59630,"132 WELLINGTON Street Waterdown, ON",Waterdown,829900,43.341984,-79.895226
59631,"15 FERN Avenue Waterdown, ON",Waterdown,579900,43.333015,-79.896027
59632,"201 WESTBANK Trail Stoney Creek, ON",Hamilton,339997,43.198933,-79.789345
59633,"12 CHERRYWOOD Drive Stoney Creek, ON",Stoney Creek,349900,43.215218,-79.754143
59634,"94 CELESTIAL Crescent Stoney Creek, ON",,444900,-999,-999
59635,"69 GOLDEN IRIS Crescent Waterdown, ON",Waterdown,515000,43.34668,-79.882111
59636,"30 DALE Avenue Stoney Creek, ON",Stoney Creek,449900,43.222912,-79.750877
59637,"2490 GOVERNOR&#39;S Road Ancaster, ON",Flamborough,149500,43.240555,-80.075951
59638,"8 BRIGHAM Avenue Binbrook, ON",Hamilton,474900,43.119526,-79.82048
59639,"108 Armoy Lane Freelton, ON",Flamborough,327500,43.366993,-80.081009
59640,"291 PARKSIDE Drive Waterdown, ON",Waterdown,1750000,43.338715,-79.902328
59641,"768 OLD #8 Highway Rockton, ON",,799900,-999,-999
59642,"79 MAYLAND Trail Stoney Creek, ON",Hamilton,394900,43.189949,-79.774223
59645,"2475 County Road 6 Other Douro, ON",Douro,49900,44.376099,-78.19239
59646,"1826 FIRE ROUTE 12A OTHER Selwyn, ON",Lakefield,294900,44.423027,-78.271446
59647,"790 DOURO FOURTH Line Douro, ON",Lakefield,599900,44.398865,-78.207802
59648,"16 MCKAY Street Minden, ON",Minden,219000,44.927521,-78.730469
59649,"7 YONGE Street South Elmvale, ON",Elmvale,99900,44.583244,-79.865524
59650,"9 YONGE Street South Elmvale, ON",Elmvale,144900,44.583107,-79.865395
59671,"88 Bonathon Cres Clarington, ON",Bowmanville,699900,43.905792,-78.711655
59672,"104 Trewin Lane Clarington, ON",Bowmanville,349999,43.907467,-78.698181
59673,"1 Bannister St Clarington, ON",Bowmanville,588000,43.897949,-78.701836
59674,"20 George St Clarington, ON",Bowmanville,599900,43.913006,-78.685478
59676,"87 Scottsdale Dr Clarington, ON",Bowmanville,399900,43.927593,-78.6838
59677,"17 SUNICREST BLVD Clarington, ON",Bowmanville,469900,43.925045,-78.68885
59681,"51 COOK STREET Chalk River, ON",Chalk River,199000,46.011604,-77.451019
59683,"997 Cook Dr Midland, ON",Midland,274900,44.740074,-79.902908
59684,"1058 Everton Rd Midland, ON",Midland,259900,44.763615,-79.900604
59708,"1590 Ferriss Harrow, ON",Harrow,319000,42.029758,-82.892677
59709,"2547 COUNTY RD 20 Harrow, ON",Harrow,249900,42.035114,-82.907341
59710,"58 PARKSIDE McGregor, ON",McGregor,89900,42.148071,-82.961769
59711,"90 NICKEL Street Port Colborne, ON",Port Colborne,199000,42.883408,-79.24279
59712,"2740 CHIPPAWA Road Port Colborne, ON",Port Colborne,299900,42.924011,-79.203758
59728,"415 Louise Ave Timmins, ON",Timmins,169900,48.490082,-81.3479
59742,"14 Trefusis St Port Hope, ON",Port Hope,279000,43.955795,-78.312408
59743,"7 Jane St Port Hope, ON",Port Hope,350000,43.958157,-78.318199
59744,"121 Dorset St Port Hope, ON",Port Hope,299900,43.95195,-78.279945
59745,"121 Dorset St Port Hope, ON",Port Hope,299900,43.95195,-78.279945
59746,"58 1ST Avenue South Chesley, ON",Chesley,144900,44.298836,-81.095673
59747,"58 1ST Avenue South Chesley, ON",Chesley,144900,44.298836,-81.095673
59754,"421 TANSLEY ST Shelburne, ON",Shelburne,517900,44.088974,-80.194603
59757,"49 River Rd Leeds And 1000 Islands, ON",,699000,44.349293,-76.093033
59758,"322 Pinnacle St Belleville, ON",Belleville,229900,44.16748,-77.384369
59759,"PTLTS 32-36 Bell Blvd Belleville, ON",Belleville,1395000,44.188622,-77.394936
59763,"33 BYRON Street Belleville, ON",Belleville,224900,44.181782,-77.376884
59764,"32 King St Millbrook, ON",Millbrook,1000,44.150913,-78.447655
59773,"162 ALBERT Street Strathroy, ON",Strathroy,279900,42.955315,-81.627617
59791,"88 Taysham Cres Toronto, ON",Rexdale,674900,43.743301,-79.577774
59795,"#57 - 2014 Martin Grove Rd Toronto, ON",Rexdale,394900,43.740173,-79.593338
59796,"67 Garbutt Cres Toronto, ON",Eringate - Centennial - West Deane,780000,43.660961,-79.588242
59798,"#1505 - 2200 Lake Shore Blvd Toronto, ON",Mimico,305000,43.622883,-79.481972
59799,"2167 Lake Shore Blvd Toronto, ON",Parkdale,330000,43.635578,-79.441345
59800,"2167 Lake Shore Blvd Toronto, ON",Parkdale,270000,43.635578,-79.441345
59801,"#308 - 21 MARKBROOK LANE Toronto, ON",Rexdale,247400,43.758636,-79.58757
59802,"#2710 - 90 PARK LAWN RD Toronto, ON",Humber Bay,389900,43.624374,-79.485542
59803,"5 CANTERBURY CRES Toronto, ON",Edenbridge - Humber Valley,1850000,43.658321,-79.518517
59804,"2901 LAKESHORE BLVD Toronto, ON",Parkdale,118888,43.635517,-79.4412
59805,"16 CRONIN DR Toronto, ON",Eatonville,919000,43.640957,-79.554062
59806,"#606 - 44 LONGBOURNE DR Toronto, ON",Richview,195900,43.680729,-79.568993
59807,"1 B BOWSPRIT AVE Toronto, ON",Humber Heights - Westmount,879900,43.697193,-79.52858
59812,"64 CLARION RD Toronto, ON",Richview,599900,43.682896,-79.573242
59813,"16 NETHERLY DR Toronto, ON",Rexdale,609900,43.750027,-79.591454
59814,"113 MOUNT OLIVE DR Toronto, ON",Rexdale,719700,43.746357,-79.592484
59815,"225 ALDERCREST RD Toronto, ON",Alderwood,818000,43.607735,-79.541702
59817,"#406 - 1 ABERFOYLE CRES Toronto, ON",Islington - City Centre West,745000,43.64592,-79.519623
59818,"4925 DUNDAS ST W Toronto, ON",Eatonville,62000,43.648571,-79.528931
59819,"#1601 - 380 DIXON RD Toronto, ON",Kingsview Village,199900,43.695175,-79.556725
59820,"9 ATHERTON CRES Toronto, ON",Long Branch,899000,43.594166,-79.525467
59821,"#1114 - 4 ELSINORE PATH Toronto, ON",New Toronto,228900,43.601498,-79.510078
59827,"66 Main St Dundalk, ON",,258500,44.169071,-80.392197
59828,"66 Main St Dundalk, ON",,258500,44.169071,-80.392197
59829,"PL 410 AUGUSTA ST Wingham, ON",Wingham,95000,43.88842,-81.330032
59830,"199 Goodwin Dr Guelph, ON",Guelph,549900,43.511719,-80.177078
59831,"9 Hayward Cres Guelph, ON",Clairfields,499900,43.497143,-80.199738
59832,"69 Troy Cres Guelph, ON",Grange Hill East,339900,43.567791,-80.235443
59833,"5 STEFFLER Drive Guelph, ON",Hanlon Creek,424900,43.51157,-80.231735
59834,"2 121 Bagot Street Guelph, ON",Onward Willow,227900,43.539867,-80.264923
59835,"110 1083 Gordon Street Guelph, ON",Guelph,369000,43.519539,-80.209229
59836,"69 Troy Crescent Guelph, ON",Grange Hill East,339900,43.567791,-80.235443
59837,"9 Hayward Crescent Guelph, ON",Clairfields,499900,43.497143,-80.199738
59838,"64 Mussen Street Guelph, ON",Brant,449900,43.583897,-80.266121
59839,"47 -51 Huron Street Guelph, ON",Two Rivers,679000,43.548908,-80.238159
59840,"5520 Wellington Rd 39 Road Eramosa, ON",Eramosa,899900,43.617409,-80.216469
59841,"1 Park Model Drive Aberfoyle, ON",Aberfoyle,68000,43.472996,-80.152603
59844,"14619 Bramalea Rd Caledon, ON",Caledon,999800,43.824528,-79.85273
59846,"20030 Hurontario St Caledon, ON",Caledon,844000,43.89259,-80.039879
59847,"27 Fawnridge Rd Caledon, ON",Caledon,899900,43.759903,-79.826508
59848,"20064 Shaws Creek Rd Caledon, ON",Caledon,799900,43.843674,-80.094177
59850,"18128 REGIONAL ROAD 50 RD Caledon, ON",Southwood,899000,43.347439,-80.329216
59851,"15894 AIRPORT Road Caledon, ON",Caledon,469500,43.868141,-79.864471
59852,"Lot 17 ST. ANDREWS RD Caledon, ON",Caledon,1150000,43.890247,-79.940567
59853,"Lot17 ST.ANDREWS RD Caledon, ON",Caledon,1150000,43.890247,-79.940567
59854,"4041 Kawagama Lake Road Dorset, ON",Dorset,389000,45.266033,-78.776909
59856,"36740 HWY 41 HIGHWAY Eganville, ON",Eganville,139900,45.62365,-77.086487
59861,"0 RICHARDSON Drive Desbarats, ON",Desbarats,279900,46.394886,-83.92112
59987,"8998 Regional Rd 23 Rd Uxbridge, ON",,789900,43.977314,-79.192047
59988,"122 SECOND AVE Uxbridge, ON",Sandford,989900,44.116562,-79.119141
59989,"29 OXTOBY LANE Uxbridge, ON",Uxbridge,569900,44.204437,-79.153519
59992,"231 FIR LANE Kemptville, ON",Kemptville,142000,45.016388,-75.64595
59993,"180 BONNYLEY CRESCENT Kemptville, ON",Kemptville,527645,45.041759,-75.67762
60005,"1202 Mccron Cres Newmarket, ON",Newmarket,1338000,44.036564,-79.415154
60006,"348 Spruce Grove Cres Newmarket, ON",Newmarket,625000,44.063961,-79.490326
60007,"#407 - 260 Davis Dr Newmarket, ON",Newmarket,289900,44.056854,-79.468414
60008,"571 Holgate Circ Newmarket, ON",Newmarket,2198000,44.031239,-79.446877
60009,"#512 - 260 DAVIS DR Newmarket, ON",Newmarket,285000,44.056854,-79.468414
60010,"5 ALEXANDER RD Newmarket, ON",Newmarket,329000,44.062611,-79.444336
60012,"363 PENN AVE Newmarket, ON",Newmarket,479000,44.061661,-79.464767
60013,"707 FRANK HEMPEN CRT Newmarket, ON",Newmarket,1380000,44.042164,-79.419228
60014,"554 PRIDDLE RD Newmarket, ON",Newmarket,398000,44.037941,-79.501396
60015,"145 JORDANRAY BLVD Newmarket, ON",Newmarket,799900,44.036694,-79.482697
60016,"67 WILLIAM CURTIS CIRC Newmarket, ON",Newmarket,424900,44.052574,-79.430428
60017,"225 SILVERBIRCH DR Newmarket, ON",Newmarket,659900,44.062359,-79.47142
60049,"#2-3 - 15450 Yonge St Aurora, ON",Aurora,799900,44.004677,-79.469444
60050,"123 Baywell Cres Aurora, ON",Aurora,549900,44.014652,-79.447113
60051,"65 POPLAR CRES Aurora, ON",Aurora,469000,43.981701,-79.467995
60053,"#5 - 330 MCCLELLAN WAY Aurora, ON",Aurora,129900,43.970974,-79.487129
60056,"7289 26 HWY Stayner, ON",Stayner,45000,44.419613,-80.089706
60057,"7132 26 HW Clearview, ON",,289900,44.385303,-80.095032
60058,"301 Carlow Rd Port Stanley, ON",Port Stanley,158000,42.670887,-81.219025
60059,"495 GEORGE Street Port Stanley, ON",Port Stanley,279900,42.665268,-81.232132
60060,"5112 UNION RD Port Stanley, ON",Port Stanley,278900,42.69252,-81.233315
60061,"6917 BILBERRY DRIVE Ottawa, ON",Orléans,169900,45.481564,-75.523819
60063,"1663 CHAMPNEUF DRIVE Ottawa, ON",Orléans,439000,45.460152,-75.517525
60064,"937 LUCILLE WAY Ottawa, ON",Orléans,329900,45.466385,-75.464828
60070,"#205 - 137 Elgin St Port Elgin, ON",Port Elgin,479900,44.444233,-81.40258
60072,"614 Barnes Ave Port Elgin, ON",Port Elgin,459000,44.424919,-81.39724
60073,"276 Mill St Port Elgin, ON",Port Elgin,879000,44.441902,-81.398605
60074,"608 Goderich St Port Elgin, ON",Port Elgin,399900,44.436085,-81.389008
60075,"425 FALCONER Street Port Elgin, ON",Port Elgin,329900,44.443096,-81.391151
60076,"731 ALMA Street Port Elgin, ON",Port Elgin,259000,44.444492,-81.401398
60077,"176 MARKET Street Port Elgin, ON",Port Elgin,319900,44.444897,-81.400612
60080,"272 TENTH Avenue Lively, ON",Lively,234900,46.441887,-81.143166
60086,"115 IRENE Avenue Stoney Creek, ON",Stoney Creek,375000,43.227039,-79.763672
60087,"37 ELEVENTH Road Hamilton, ON",Hamilton,679900,43.146828,-79.667999
60092,"22 SOPHIE Court Grimsby, ON",Grimsby,1649000,43.197773,-79.541496
60093,"24 ELDERBERRY Avenue Grimsby, ON",Grimsby,375000,43.200897,-79.590111
60096,"231 PATTON ST Grimsby, ON",Grimsby,379900,43.197666,-79.563507
60100,"27 LITTLE RYANS WAY Bracebridge, ON",Bracebridge,254900,45.067421,-79.323433
60102,"#20 - 258 Queen Mary Rd Kingston, ON",Kingston,144900,44.237255,-76.536636
60104,"618 Fieldstone Dr Kingston, ON",Kingston,539900,44.265442,-76.442665
60106,"355 Chelsea Rd Kingston, ON",Kingston,329900,44.225937,-76.580963
60107,"1220 Greenwood Park Dr Kingston, ON",Kingston,498000,44.268993,-76.440414
60108,"LOT 6 Pauline Tom Ave Kingston, ON",Kingston,774900,44.275501,-76.444443
60109,"LOT 36 Clover St Kingston, ON",Beverley,454900,53.851017,-0.423051
60110,"LOT 21 Pauline Tom Ave Kingston, ON",Kingston,599900,44.275501,-76.444443
60112,"414 MACDONNELL Street Kingston, ON",Sunnyside,445900,44.237492,-76.505699
60113,"217 MILLPOND Place Kingston, ON",Cataraqui North,468025,44.263073,-76.535934
60115,"108 COUNTRY CLUB Drive Kingston, ON",Kingston,745000,44.224197,-76.531303
60117,"951 NEWHALL Drive CITY OF KINGSTON, ON",Kingston,359900,44.257904,-76.592216
60118,"2693 PATTERSON RD Kingston, ON",Kingston,389900,44.338501,-76.450981
60121,"5509 HIGHWAY 15 Kingston, ON",Kingston,164900,44.424511,-76.29847
60124,"336 ST. FELIX STREET Cornwall, ON",Cornwall,69900,45.023331,-74.706131
60125,"340 BEDFORD STREET Cornwall, ON",Cornwall,99900,45.019135,-74.736572
60126,"1709 PETER STREET Cornwall, ON",Cornwall,269000,45.013451,-74.772781
60261,"17 GEORGE Street Huntsville, ON",Huntsville,269900,45.318272,-79.227234
60262,"MUSKOKA ROAD 10 Huntsville, ON",Huntsville,149900,45.23978,-79.247955
60263,"45 LAKE Drive Huntsville, ON",Huntsville,899900,45.331783,-79.200867
60264,"5 KIRBY&#39;S Way Huntsville, ON",Huntsville,549900,45.334927,-79.223923
60266,"1012 PARK LANE Dwight, ON",Kinde,1099000,43.939468,-82.992462
60267,"32 PERTHSHIRE ST Toronto, ON",Milliken,1099000,43.808376,-79.303505
60268,"30 MONTEZUMA TR Toronto, ON",Agincourt,638000,43.80761,-79.279587
60269,"61 BOBMAR RD Toronto, ON",Highland Creek,949000,43.786201,-79.178551
60270,"21 TOWN CENTRE CRT Toronto, ON",Bendale,455000,43.773918,-79.25515
60271,"30 GLEN MUIR DR Toronto, ON",Cliffcrest,649900,43.73679,-79.2285
60272,"#1615 - 330 MCCOWAN RD Toronto, ON",Eglinton East,269000,43.737576,-79.238251
60274,"25 PEKING RD Toronto, ON",Woburn,649911,43.749954,-79.222412
60276,"84 NEW FOREST SQ Toronto, ON",L'Amoreaux,998000,43.82288,-79.308533
60277,"#2112 - 88 CORPORATE DR Toronto, ON",Woburn,270000,43.780956,-79.249779
60278,"#905 - 228 BONIS AVE Toronto, ON",Tam O'Shanter,498800,43.786736,-79.291008
60279,"15 SANCREST DR Toronto, ON",Bendale,699000,43.763176,-79.257088
60280,"#69 - 20 BRIMWOOD BLVD Toronto, ON",Milliken,439000,43.811077,-79.279678
60281,"57 DARBY CRT Toronto, ON",Rouge,749990,43.820091,-79.207756
60283,"# 102 - 3520 DANFORTH AVE Toronto, ON",Oakridge,299900,43.694603,-79.273277
60285,"50 GREEN SPRING DR Toronto, ON",Toronto,699988,43.824219,-79.264656
60346,"151 Cedardown Private Ottawa, ON",New Barrhaven,339900,45.242802,-75.720428
60347,"43 Parkland Crescent Ottawa, ON",Greenbelt,639900,45.323719,-75.792099
60348,"2971 Merivale Road Ottawa, ON",Greenbelt,549000,45.297569,-75.702621
60349,"261 Centrepointe Dr Ottawa, ON",Centrepointe,4500000,45.339035,-75.771515
60352,"46 BEAUMARIS DRIVE Nepean, ON",Qualicum - Redwood Park,639000,45.342327,-75.797859
60354,"159 TARTAN DRIVE Ottawa, ON",Barrhaven West - Old Barrhaven,284900,45.264015,-75.763695
60370,"837 VIMY Street North Bay, ON",North Bay,249900,46.323879,-79.471603
60371,"840 BOURKE Street North Bay, ON",North Bay,159900,46.321182,-79.470764
60372,"700 MAIN Street West North Bay, ON",North Bay,179900,46.316982,-79.471214
60373,"648 OBRIEN Street North Bay, ON",North Bay,217900,46.321915,-79.457008
60379,"30 GILLARD Street Wallaceburg, ON",Wallaceburg,125900,42.591621,-82.384224
60380,"756 JAMES Street Wallaceburg, ON",Wallaceburg,64900,42.592972,-82.387016
60381,"323 Lakeview Blvd Georgina, ON",Keswick,449900,44.207394,-79.474304
60382,"16 Ladyburn Dr Georgina, ON",Keswick,560000,44.2411,-79.454826
60383,"278 Pasadena Dr Georgina, ON",Keswick,309900,44.207077,-79.469391
60384,"1032 METRO RD N Georgina, ON",Keswick,359000,44.301167,-79.467186
60385,"10 LITNER CRES Georgina, ON",Keswick,569000,44.247734,-79.480217
60387,"83 LITTLE BRIDGE STREET UNIT#104 Mississippi Mills, ON",Almonte,205000,45.225838,-76.194763
60388,"96 COLINA Street Mississippi Mills, ON",Almonte,339900,45.224743,-76.20359
60389,"83 LITTLE BRIDGE STREET UNIT#10 Mississippi Mills, ON",Almonte,375000,45.225838,-76.194763
60391,"22 Parkway Ave Markham, ON",Markham,2389000,43.881985,-79.25824
60392,"#E9 - 4300 Steeles Ave Markham, ON",Milliken,265000,43.826199,-79.30632
60393,"20 Foundry Cres Markham, ON",Markham,1049900,43.890186,-79.267616
60395,"19 Thatcher&#39;s Mill Way Markham, ON",Markham,399900,43.869957,-79.269875
60396,"60 Bethany St Markham, ON",Markham,1299000,43.847294,-79.246788
60397,"90 Harvest Moon Dr Markham, ON",Milliken,1288000,43.824917,-79.311005
60398,"#214 - 28 Prince Regent St Markham, ON",Markham,398000,43.895786,-79.373322
60400,"16 Glenbar Gdns Markham, ON",Markham,847000,43.854595,-79.296768
60401,"110 Morgan Ave Markham, ON",Thornhill,2399800,43.808674,-79.41217
60402,"#1117 - 8323 Kennedy Rd Markham, ON",Markham,269000,43.856537,-79.304672
60404,"349 Raymerville Dr Markham, ON",Markham,948800,43.888531,-79.270592
60405,"22 Briarhall Cres Markham, ON",Berczy Village,1280000,43.884556,-79.293114
60406,"10 Rougecrest Dr Markham, ON",Markham,1068000,43.874168,-79.254913
60407,"149 Terrosa Rd Markham, ON",Markham,938000,43.841434,-79.274979
60408,"#228 - 7850 Woodbine Ave Markham, ON",Markham,499000,43.833828,-79.35424
60410,"82 Woodward Ave Markham, ON",Thornhill,2899900,43.801601,-79.413048
60411,"#306 - 88 Times Ave Markham, ON",Thornhill,334900,43.841896,-79.391884
60412,"86 CAVALRY TR Markham, ON",Markham,1488000,43.867271,-79.351837
60413,"#301 - 4600 STEELES AVE E Markham, ON",Milliken,385000,43.826416,-79.296967
60414,"16 WILLOWGATE DR Markham, ON",Markham,998000,43.868515,-79.268684
60415,"#712 - 4600 STEELES AVE Markham, ON",Milliken,308880,43.826416,-79.296967
60416,"32 FINCHLEY CIRC Markham, ON",Milliken,1488888,43.840115,-79.291573
60417,"135 SILVER ROSE CRES Markham, ON",Cachet,1998000,43.881569,-79.353729
60419,"6 HIKERS LANE Markham, ON",Markham,1198000,43.898449,-79.217133
60421,"35 WILLIAM BARTLETT DR Markham, ON",Berczy Village,1199000,43.886005,-79.302956
60422,"#402 - 7191 YONGE ST Markham, ON",Thornhill,415000,43.803448,-79.420914
60423,"106 PADDOCK LANE Markham, ON",Unionville,1588000,43.876366,-79.293053
60424,"45 NEW HAVEN&#39;S WAY Markham, ON",Thornhill,578900,43.808994,-79.407616
60425,"63 BIANCA DR Markham, ON",Unionville,699000,43.85836,-79.290901
60426,"#299 - 7181 YONGE ST Markham, ON",Markham,538000,43.803192,-79.41951
60427,"240 ROMFIELD CRCT Markham, ON",Thornhill,1349800,43.832329,-79.406296
60428,"#228 - 68 MAIN ST N Markham, ON",Markham,498000,43.876602,-79.260529
60429,"19 GARCIA ST Markham, ON",Unionville,1068000,43.859024,-79.298576
60474,"58 LAURENDALE Avenue Waterdown, ON",Waterdown,569900,43.344845,-79.890404
60475,"27 Farm Lane Britt, ON",,799000,45.808498,-80.533997
60482,"4 GRANITE RIDGE DRIVE Ottawa, ON",Stittsville,485000,45.268696,-75.90596
60484,"3707 WHEELER LN Chatham-Kent-Tilbury, ON",Chatham-Kent,952500,42.269287,-82.414101
